Index,CWE,Vulnerable,Ground_Ranking,Ground_Score,Id_of_description_1,Score_1,Id_of_description_2,Score_2,Id_of_description_3,Score_3
603,,0,,,,,,,,
604,399,0,,,1341,0.7415,327,0.7383,1330,0.7348
605,200,0,,,657,0.7683,48,0.7665,56,0.7656
606,17,0,,,1286,0.7586,527,0.757,379,0.7562
607,399,0,,,108,0.7793,638,0.7727,688,0.7642
608,399,0,,,1057,0.7549,598,0.7481,530,0.7459
609,,0,,,,,,,,
610,862,0,,,1282,0.7483,1115,0.7425,33,0.7419
611,,0,,,1074,0.773,1094,0.77,664,0.7661
612,119,0,,,1240,0.7377,,,,
613,732,0,,,1055,0.7686,1121,0.7652,144,0.7622
614,399,0,,,1123,0.7548,404,0.7532,665,0.7528
615,,0,,,1056,0.7489,1058,0.7441,1086,0.738
616,119,0,,,391,0.7626,410,0.7618,181,0.7568
617,,0,,,527,0.7391,863,0.7377,316,0.7375
618,125,0,,,785,0.7545,436,0.7487,599,0.7433
619,125,0,,,,,,,,
620,20,0,,,,,,,,
621,,0,,,,,,,,
622,,0,,,494,0.78,52,0.7734,391,0.7652
623,,0,,,,,,,,
624,704,0,,,597,0.7457,1094,0.7437,1084,0.7424
625,787,0,,,487,0.7692,425,0.7668,391,0.7667
626,125,0,,,91,0.7642,1063,0.7544,1069,0.7527
627,476,0,,,1075,0.749,546,0.7406,82,0.7377
628,787,0,,,391,0.7612,476,0.7531,487,0.7505
629,20,0,,,1065,0.7449,1118,0.7414,201,0.7388
630,264,0,,,53,0.7827,593,0.7817,1062,0.7813
631,,0,,,,,,,,
632,20,0,,,,,,,,
633,400,0,,,1240,0.7356,,,,
634,416,0,,,546,0.7673,82,0.7617,1075,0.7544
635,,0,,,531,0.7759,37,0.7665,47,0.7652
636,,0,,,,,,,,
637,125,0,,,,,,,,
638,,0,,,391,0.7786,8,0.7754,623,0.772
639,476,0,,,35,0.7542,1246,0.7525,1267,0.7496
640,20,0,,,,,,,,
641,617,0,,,428,0.7712,683,0.7682,202,0.7644
642,399,0,,,,,,,,
643,,0,,,329,0.7412,1270,0.7335,759,0.7315
644,399,0,,,1301,0.7685,1289,0.761,1282,0.7596
645,20,0,,,436,0.7685,1076,0.7678,36,0.7652
646,119,0,,,1267,0.7479,35,0.746,1039,0.739
647,399,0,,,,,,,,
648,862,0,,,,,,,,
649,416,0,,,546,0.7502,583,0.7479,64,0.7448
650,,0,,,,,,,,
651,,0,,,1342,0.733,31,0.7329,312,0.7306
652,399,0,,,1235,0.7583,647,0.7576,312,0.7556
653,189,0,,,1282,0.7677,186,0.7599,912,0.7581
654,119,0,,,,,,,,
655,79,0,,,434,0.7967,696,0.7967,705,0.7923
656,17,0,,,179,0.7668,1090,0.7604,622,0.7597
657,,0,,,1022,0.7433,1224,0.7358,1316,0.7339
658,125,0,,,,,,,,
659,200,0,,,1300,0.7316,,,,
660,,0,,,453,0.7954,240,0.7929,466,0.7922
661,200,0,,,108,0.7762,688,0.7678,638,0.7654
662,,0,,,,,,,,
663,,0,,,55,0.7688,42,0.7682,45,0.7679
664,,0,,,1007,0.7309,,,,
665,399,0,,,,,,,,
666,,0,,,613,0.7965,614,0.7801,40,0.777
667,399,0,,,1224,0.7502,1311,0.7478,1022,0.7443
668,20,0,,,,,,,,
669,399,0,,,,,,,,
670,20,0,,,,,,,,
671,189,0,,,439,0.7977,305,0.781,674,0.7782
672,362,0,,,587,0.7635,5,0.759,159,0.7582
673,119,0,,,1338,0.7432,1273,0.7412,22,0.7356
674,416,0,,,,,,,,
675,399,0,,,179,0.7755,1090,0.7731,622,0.7677
676,264,0,,,,,,,,
677,,0,,,623,0.752,8,0.7504,391,0.7485
678,,0,,,,,,,,
679,404,0,,,250,0.7584,1232,0.7552,1278,0.7512
680,399,0,,,,,,,,
681,287,0,,,47,0.7729,122,0.7717,37,0.7708
682,310,0,,,619,0.7588,124,0.7561,92,0.7552
683,125,0,,,26,0.759,621,0.7571,28,0.7565
684,,0,,,410,0.7807,805,0.7761,181,0.7704
685,20,0,,,,,,,,
686,476,0,,,527,0.7635,316,0.759,925,0.7568
687,611,0,,,51,0.7587,333,0.7574,395,0.7492
688,476,0,,,1190,0.7457,,,,
689,200,0,,,1274,0.7389,1252,0.7347,1311,0.7319
690,399,0,,,35,0.7455,190,0.7447,1236,0.743
691,399,0,,,785,0.7572,317,0.7541,1106,0.7521
692,476,0,,,37,0.7631,628,0.7577,47,0.7575
693,125,0,,,1240,0.7348,,,,
694,476,0,,,1224,0.7525,1022,0.7515,1316,0.7429
695,119,0,,,,,,,,
696,20,0,,,391,0.7701,1062,0.7683,593,0.7645
697,399,0,,,1392,0.7515,1074,0.7496,1046,0.744
698,119,0,,,,,,,,
699,,0,,,,,,,,
700,254,0,,,533,0.7689,534,0.7689,542,0.7689
701,416,0,,,,,,,,
702,20,0,,,1090,0.7731,1103,0.764,1052,0.7627
703,,0,,,484,0.7743,391,0.7735,409,0.7725
704,119,0,,,1268,0.7467,1300,0.7406,1339,0.7384
705,254,0,,,311,0.7735,97,0.7678,482,0.767
706,416,0,,,568,0.7626,561,0.7547,241,0.7542
707,200,0,,,,,,,,
708,264,0,,,,,,,,
709,,0,,,121,0.7826,230,0.7735,157,0.7725
710,20,0,,,250,0.7566,1232,0.7486,1278,0.7485
711,,0,,,84,0.8248,698,0.8159,135,0.8059
712,189,0,,,1312,0.7603,433,0.7535,1064,0.7484
713,200,0,,,,,,,,
714,200,0,,,,,,,,
715,,0,,,588,0.7942,220,0.784,691,0.7798
716,,0,,,1244,0.7335,,,,
717,264,0,,,,,,,,
718,,0,,,,,,,,
719,17,0,,,638,0.774,108,0.7736,148,0.7697
720,,0,,,564,0.7981,148,0.7953,286,0.7811
721,20,0,,,,,,,,
722,189,0,,,,,,,,
723,264,0,,,14,0.806,109,0.7922,117,0.7752
724,119,0,,,468,0.7888,608,0.7888,12,0.7833
725,835,0,,,,,,,,
726,20,0,,,404,0.7474,315,0.746,1296,0.7453
727,20,0,,,,,,,,
728,362,0,,,176,0.8339,554,0.8198,323,0.8196
729,20,0,,,508,0.8042,173,0.7955,509,0.7955
730,,0,,,410,0.7752,391,0.7681,805,0.7657
731,269,0,,,,,,,,
732,532,0,,,,,,,,
733,20,0,,,128,0.7852,349,0.7739,680,0.7728
734,,0,,,103,0.742,785,0.7396,1091,0.7384
735,284,0,,,,,,,,
736,190,0,,,692,0.7634,781,0.7617,1044,0.7616
737,,0,,,,,,,,
738,399,0,,,,,,,,
739,20,0,,,,,,,,
740,20,0,,,,,,,,
741,,0,,,,,,,,
742,20,0,,,1331,0.7652,1286,0.7615,527,0.7574
743,772,0,,,,,,,,
744,,0,,,527,0.7607,1234,0.7558,316,0.7539
745,362,0,,,,,,,,
746,20,0,,,596,0.7809,832,0.7713,56,0.7709
747,416,0,,,,,,,,
748,399,0,,,626,0.7397,1310,0.7349,612,0.7311
749,190,0,,,1240,0.7428,,,,
750,399,0,,,128,0.7865,553,0.784,108,0.7824
751,284,0,,,1281,0.75,621,0.7482,26,0.745
752,,0,,,,,,,,
753,399,0,,,1097,0.7556,1094,0.7551,1085,0.7547
754,119,0,,,1054,0.7617,1064,0.7585,1073,0.7463
755,254,0,,,546,0.752,91,0.7513,1114,0.751
756,119,0,,,,,,,,
757,611,0,,,,,,,,
758,,0,,,,,,,,
759,704,0,,,,,,,,
760,254,0,,,527,0.7386,184,0.7364,925,0.7363
761,416,0,,,,,,,,
762,,0,,,527,0.7484,1234,0.7404,609,0.7397
763,264,0,,,688,0.7426,108,0.7341,669,0.7331
764,20,0,,,657,0.7931,48,0.7768,56,0.7764
765,400,0,,,1240,0.7435,,,,
766,264,0,,,90,0.7724,593,0.7699,1062,0.769
767,119,0,,,,,,,,
768,,0,,,,,,,,
769,,0,,,1240,0.7372,,,,
770,125,0,,,,,,,,
771,20,0,,,148,0.777,564,0.7667,685,0.7584
772,119,0,,,1240,0.7312,,,,
773,416,0,,,122,0.7853,96,0.7757,234,0.7703
774,20,0,,,,,,,,
775,362,0,,,1317,0.7456,1322,0.7411,1274,0.7366
776,399,0,,,590,0.7531,1117,0.7507,913,0.7491
777,436,0,,,316,0.7535,184,0.7532,527,0.7501
778,,0,,,,,,,,
779,200,0,,,,,,,,
780,20,0,,,,,,,,
781,362,0,,,1244,0.7372,,,,
782,,0,,,598,0.7566,467,0.7549,489,0.7543
783,787,0,,,,,,,,
784,20,0,,,1330,0.7399,1292,0.7308,,
785,416,0,,,50,0.781,185,0.7752,548,0.7737
786,,0,,,528,0.7903,607,0.788,541,0.7813
787,399,0,,,1312,0.7599,1064,0.757,360,0.756
788,20,0,,,1326,0.7417,1223,0.7385,1389,0.7334
789,416,0,,,1104,0.7581,616,0.7559,134,0.7495
790,284,0,,,,,,,,
791,20,0,,,,,,,,
792,362,0,,,1193,0.7633,1282,0.7555,33,0.7479
793,20,0,,,1104,0.7535,1047,0.7502,1393,0.7489
794,20,0,,,258,0.8001,225,0.7566,443,0.7549
795,264,0,,,1268,0.7543,116,0.7479,1269,0.747
796,416,0,,,108,0.7762,688,0.77,638,0.7678
797,399,0,,,,,,,,
798,,0,,,,,,,,
799,772,0,,,1385,0.7555,35,0.7493,1236,0.7487
800,,0,,,,,,,,
801,,0,,,1234,0.7343,1331,0.7331,,
802,,0,,,,,,,,
803,20,0,,,93,0.7664,663,0.7653,42,0.7646
804,20,0,,,,,,,,
805,399,0,,,,,,,,
806,20,0,,,,,,,,
807,,0,,,1282,0.7611,30,0.7528,32,0.7511
808,476,0,,,1106,0.7855,1076,0.7762,436,0.7728
809,20,0,,,378,0.8108,833,0.8105,193,0.8051
810,399,0,,,391,0.7666,487,0.7666,476,0.7642
811,119,0,,,,,,,,
812,119,0,,,692,0.752,1262,0.7519,86,0.7511
813,20,0,,,,,,,,
814,388,0,,,780,0.7657,436,0.7655,1076,0.7609
815,20,0,,,1330,0.735,,,,
816,20,0,,,,,,,,
817,119,0,,,,,,,,
818,732,0,,,84,0.8073,290,0.7916,698,0.7883
819,119,0,,,1240,0.7368,,,,
820,362,0,,,1319,0.7507,1315,0.7496,1104,0.745
821,399,0,,,,,,,,
822,20,0,,,,,,,,
823,,0,,,40,0.7992,39,0.7973,281,0.7967
824,20,0,,,1240,0.738,,,,
825,125,0,,,,,,,,
826,20,0,,,43,0.7918,56,0.7829,93,0.7815
827,119,0,,,588,0.7662,167,0.7619,174,0.7607
828,,0,,,128,0.7663,655,0.758,148,0.7559
829,476,0,,,148,0.7848,564,0.7793,286,0.7683
830,400,0,,,391,0.7785,476,0.7744,487,0.7742
831,20,0,,,1224,0.7447,1316,0.7423,1022,0.7369
832,254,0,,,51,0.7742,793,0.7686,494,0.7672
833,254,0,,,64,0.7672,583,0.7625,82,0.7539
834,494,0,,,,,,,,
835,,0,,,1302,0.7493,1022,0.747,1224,0.7466
836,310,0,,,1061,0.7568,511,0.7561,1058,0.7558
837,200,0,,,,,,,,
838,,0,,,40,0.805,39,0.8035,1078,0.7935
839,,0,,,97,0.7842,491,0.7828,14,0.7785
840,20,0,,,1055,0.779,1121,0.7723,144,0.7722
841,119,0,,,391,0.7584,623,0.7573,314,0.7533
842,362,0,,,1282,0.7593,574,0.7554,1289,0.7549
843,,0,,,,,,,,
844,416,0,,,,,,,,
845,772,0,,,,,,,,
846,189,0,,,829,0.7459,1233,0.7433,1264,0.7425
847,134,0,,,1127,0.7693,1052,0.7681,1090,0.7629
848,264,0,,,612,0.7475,626,0.747,1235,0.7445
849,125,0,,,621,0.7648,1281,0.7586,26,0.7577
850,119,0,,,,,,,,
851,20,0,,,1351,0.7443,1256,0.7398,1299,0.736
852,362,0,,,1069,0.7664,82,0.7657,91,0.7654
853,119,0,,,434,0.7918,696,0.7884,705,0.788
854,264,0,,,528,0.8196,607,0.8128,541,0.8101
855,732,0,,,528,0.776,607,0.7757,541,0.7748
856,311,0,,,613,0.7948,614,0.7895,281,0.788
857,362,0,,,,,,,,
858,264,0,,,1066,0.7489,1084,0.7479,1094,0.743
859,399,0,,,,,,,,
860,20,0,,,1224,0.7335,,,,
861,772,0,,,391,0.786,326,0.7491,180,0.7452
862,59,0,,,,,,,,
863,119,0,,,,,,,,
864,284,0,,,690,0.7585,375,0.7557,583,0.755
865,,0,,,1096,0.7501,590,0.7484,652,0.7484
866,,0,,,823,0.7343,1270,0.7315,329,0.7315
867,284,0,,,1126,0.7333,785,0.7303,,
868,264,0,,,,,,,,
869,189,0,,,545,0.8067,40,0.7862,39,0.7851
870,189,0,,,35,0.7506,1385,0.7497,1278,0.746
871,400,0,,,761,0.7647,762,0.7613,86,0.7606
872,476,0,,,590,0.7385,615,0.7376,749,0.7366
873,264,0,,,626,0.7527,30,0.7435,707,0.7404
874,119,0,,,1240,0.7375,,,,
875,119,0,,,,,,,,
876,119,0,,,,,,,,
877,20,0,,,,,,,,
878,254,0,,,498,0.7392,651,0.7321,460,0.7309
879,,0,,,772,0.7564,179,0.7516,1090,0.7479
880,119,0,,,,,,,,
881,416,0,,,,,,,,
882,416,0,,,24,0.751,1301,0.7489,1391,0.7488
883,,0,,,925,0.7327,1331,0.7318,316,0.7305
884,399,0,,,1240,0.7319,,,,
885,269,0,,,128,0.8013,553,0.7906,148,0.7781
886,134,0,,,,,,,,
887,119,0,,,374,0.7591,98,0.7578,86,0.7555
888,20,0,,,,,,,,
889,415,0,,,,,,,,
890,119,0,,,404,0.7558,665,0.7539,1123,0.7506
891,119,0,,,,,,,,
892,189,0,,,,,,,,
893,269,0,,,122,0.7773,96,0.7657,421,0.7571
894,416,0,,,545,0.7887,59,0.7767,148,0.7736
895,399,0,,,1262,0.7547,245,0.7543,615,0.7526
896,119,0,,,,,,,,
897,200,0,,,,,,,,
898,362,0,,,1326,0.7466,1223,0.7427,1389,0.7376
899,,0,,,,,,,,
900,311,0,,,1248,0.7318,,,,
901,,0,,,1326,0.7383,1223,0.7376,1389,0.7309
902,416,0,,,297,0.734,1338,0.733,1273,0.7326
903,,0,,,,,,,,
904,,0,,,533,0.7901,534,0.7901,542,0.7901
905,399,0,,,,,,,,
906,772,0,,,,,,,,
907,,0,,,,,,,,
908,787,0,,,,,,,,
909,264,0,,,1043,0.7469,374,0.7468,98,0.7457
910,,0,,,1224,0.7378,1339,0.7345,,
911,,0,,,1106,0.7768,318,0.7623,1076,0.7612
912,119,0,,,5,0.7673,587,0.7649,152,0.7608
913,284,0,,,,,,,,
914,,0,,,1330,0.7371,1341,0.7333,327,0.7313
915,264,0,,,498,0.7368,92,0.7322,,
916,362,0,,,32,0.7602,30,0.7583,1282,0.7565
917,399,0,,,1240,0.7395,,,,
918,119,0,,,31,0.7456,641,0.7443,612,0.744
919,,0,,,,,,,,
920,119,0,,,,,,,,
921,119,0,,,626,0.7426,707,0.7351,125,0.7329
922,20,0,,,,,,,,
923,59,0,,,1055,0.773,1121,0.771,1123,0.7669
924,,0,,,35,0.7475,89,0.7424,1077,0.7373
925,399,0,,,,,,,,
926,119,0,,,545,0.7907,59,0.7714,40,0.7711
927,20,0,,,,,,,,
928,772,0,,,575,0.7385,562,0.7328,1234,0.7326
929,119,0,,,605,0.7519,433,0.7492,1284,0.744
930,399,0,,,,,,,,
931,119,0,,,,,,,,
932,20,0,,,1240,0.7346,,,,
933,264,0,,,,,,,,
934,20,0,,,,,,,,
935,119,0,,,,,,,,
936,190,0,,,,,,,,
937,311,0,,,,,,,,
938,,0,,,340,0.7915,75,0.7883,347,0.7779
939,,0,,,128,0.7958,553,0.7815,655,0.7776
940,,0,,,122,0.7933,96,0.7768,421,0.7763
941,400,0,,,1351,0.7332,1299,0.7316,,
942,415,0,,,,,,,,
943,,0,,,340,0.8048,276,0.798,347,0.7958
944,189,0,,,,,,,,
945,416,0,,,,,,,,
946,190,0,,,,,,,,
947,,0,,,760,0.7416,1268,0.741,1300,0.7324
948,,0,,,391,0.7668,910,0.7638,1296,0.7623
949,119,0,,,,,,,,
950,,0,,,108,0.7919,638,0.7839,688,0.7831
951,362,0,,,,,,,,
952,362,0,,,,,,,,
953,399,0,,,329,0.7411,759,0.7391,829,0.7303
954,189,0,,,1116,0.7435,184,0.7387,316,0.7372
955,119,0,,,439,0.783,674,0.7716,1187,0.7683
956,,0,,,1204,0.7335,,,,
957,787,0,,,,,,,,
958,264,0,,,,,,,,
959,,0,,,,,,,,
960,399,0,,,,,,,,
961,20,0,,,,,,,,
962,20,0,,,459,0.8,424,0.7997,419,0.7967
963,119,0,,,,,,,,
964,20,0,,,,,,,,
965,416,0,,,,,,,,
966,264,0,,,1240,0.7374,,,,
967,119,0,,,,,,,,
968,732,0,,,,,,,,
969,119,0,,,93,0.7823,42,0.78,49,0.7792
970,404,0,,,,,,,,
971,,0,,,584,0.8032,287,0.8005,166,0.7992
972,20,0,,,391,0.8047,326,0.7773,1110,0.7757
973,119,0,,,,,,,,
974,416,0,,,1084,0.7563,597,0.7563,1085,0.7505
975,125,0,,,,,,,,
976,264,0,,,,,,,,
977,200,0,,,,,,,,
978,416,0,,,391,0.7777,425,0.7749,476,0.7732
979,,0,,,,,,,,
980,200,0,,,1240,0.7326,,,,
981,189,0,,,,,,,,
982,20,0,,,,,,,,
983,119,0,,,,,,,,
984,119,0,,,,,,,,
985,264,0,,,244,0.7516,31,0.7503,1243,0.7486
986,119,0,,,1097,0.7398,1094,0.7378,1085,0.733
987,119,0,,,1278,0.7332,1385,0.7315,,
988,20,0,,,468,0.7748,608,0.7738,132,0.7725
989,,0,,,1086,0.7455,1056,0.7397,432,0.739
990,20,0,,,140,0.8346,448,0.8112,449,0.8082
991,,0,,,,,,,,
992,,0,,,111,0.7582,1070,0.7506,1054,0.747
993,399,0,,,1104,0.7437,138,0.737,363,0.7368
994,20,0,,,35,0.7468,1039,0.74,1246,0.7384
995,415,0,,,,,,,,
996,125,0,,,1064,0.7489,1054,0.7465,415,0.7452
997,20,0,,,546,0.7593,82,0.7589,1258,0.7546
998,,0,,,603,0.763,1052,0.7598,622,0.7518
999,20,0,,,,,,,,
1000,191,0,,,,,,,,
1001,20,0,,,415,0.7539,616,0.7504,28,0.7483
1002,264,0,,,35,0.7389,1267,0.7326,,
1003,119,0,,,,,,,,
1004,264,0,,,613,0.7757,281,0.7752,614,0.7636
1005,416,0,,,1058,0.7855,1061,0.7453,511,0.7423
1006,416,0,,,,,,,,
1007,119,0,,,33,0.7441,1282,0.742,32,0.7405
1008,416,0,,,34,0.7359,244,0.7327,1295,0.7314
1009,284,0,,,619,0.7421,92,0.7355,413,0.7319
1010,285,0,,,,,,,,
1011,125,0,,,14,0.7883,83,0.7773,109,0.7715
1012,,0,,,1123,0.7614,330,0.7601,315,0.7586
1013,20,0,,,761,0.7429,692,0.734,762,0.7325
1014,20,0,,,626,0.7499,33,0.7484,30,0.7469
1015,,0,,,1062,0.7706,593,0.7692,391,0.7691
1016,200,0,,,,,,,,
1017,200,0,,,1078,0.7665,40,0.7579,39,0.7517
1018,787,0,,,25,0.7734,590,0.7707,435,0.7704
1019,20,0,,,87,0.7913,698,0.7741,592,0.7739
1020,264,0,,,319,0.7355,1223,0.7329,1389,0.7322
1021,59,0,,,531,0.7508,42,0.7459,46,0.7439
1022,59,0,,,1330,0.7341,1336,0.7334,,
1023,,0,,,755,0.8101,323,0.8062,571,0.8059
1024,189,0,,,,,,,,
1025,59,0,,,,,,,,
1026,,0,,,592,0.8171,456,0.8073,1174,0.7932
1027,,0,,,323,0.8367,554,0.83,176,0.828
1028,119,0,,,,,,,,
1029,415,0,,,,,,,,
1030,125,0,,,,,,,,
1031,20,0,,,,,,,,
1032,,0,,,1058,0.7564,551,0.7386,1021,0.7378
1033,119,0,,,528,0.7834,233,0.7753,607,0.7743
1034,,0,,,628,0.7695,47,0.768,194,0.7656
1035,125,0,,,,,,,,
1036,200,0,,,,,,,,
1037,125,0,,,1282,0.7496,27,0.7366,512,0.7349
1038,399,0,,,,,,,,
1039,119,0,,,1320,0.7508,1209,0.7445,1295,0.7441
1040,20,0,,,1267,0.7545,35,0.7539,1039,0.7481
1041,416,0,,,1240,0.7358,,,,
1042,,0,,,333,0.784,51,0.7817,50,0.7662
1043,732,0,,,1058,0.749,1113,0.7473,690,0.7464
1044,399,0,,,,,,,,
1045,,0,,,615,0.7719,245,0.7675,86,0.7669
1046,,0,,,,,,,,
1047,,0,,,1240,0.7381,,,,
1048,,0,,,1278,0.7368,1236,0.7345,1385,0.7314
1049,119,0,,,250,0.7393,1232,0.7366,1283,0.7344
1050,399,0,,,225,0.8202,443,0.818,516,0.8171
1051,,0,,,,,,,,
1052,189,0,,,,,,,,
1053,399,0,,,,,,,,
1054,369,0,,,,,,,,
1055,254,0,,,,,,,,
1056,264,0,,,439,0.7894,674,0.7823,305,0.7814
1057,399,0,,,176,0.8326,323,0.8268,554,0.8258
1058,362,0,,,1326,0.7307,,,,
1059,404,0,,,1268,0.7419,760,0.7405,88,0.7353
1060,264,0,,,1331,0.7488,1286,0.7427,501,0.7403
1061,20,0,,,587,0.7797,5,0.7744,152,0.7736
1062,399,0,,,436,0.7658,1076,0.7587,1124,0.7583
1063,20,0,,,,,,,,
1064,20,0,,,1385,0.746,1278,0.7413,1267,0.7381
1065,362,0,,,,,,,,
1066,189,0,,,760,0.7431,1268,0.7401,116,0.7396
1067,119,0,,,528,0.7943,607,0.7878,541,0.7805
1068,399,0,,,,,,,,
1069,269,0,,,698,0.7972,84,0.7941,549,0.7879
1070,119,0,,,,,,,,
1071,,0,,,1084,0.7425,1089,0.7391,524,0.739
1072,362,0,,,1391,0.753,1282,0.7483,1301,0.7466
1073,119,0,,,1089,0.76,1085,0.7599,765,0.7564
1074,,0,,,1342,0.7582,1243,0.7575,34,0.7567
1075,400,0,,,,,,,,
1076,399,0,,,592,0.8097,1174,0.803,456,0.7992
1077,399,0,,,1330,0.7354,,,,
1078,119,0,,,1250,0.7439,,,,
1079,,0,,,595,0.7656,581,0.7611,436,0.7603
1080,285,0,,,,,,,,
1081,20,0,,,122,0.7894,96,0.7837,157,0.773
1082,732,0,,,340,0.8209,347,0.8131,75,0.809
1083,311,0,,,66,0.7514,1043,0.7457,86,0.7441
1084,362,0,,,1224,0.753,1022,0.7525,1311,0.7372
1085,190,0,,,108,0.759,638,0.7499,688,0.7487
1086,264,0,,,66,0.7553,1043,0.753,86,0.7522
1087,20,0,,,,,,,,
1088,20,0,,,494,0.7671,221,0.7549,1098,0.749
1089,362,0,,,250,0.7399,1232,0.7364,1278,0.7342
1090,17,0,,,,,,,,
1091,119,0,,,1331,0.731,,,,
1092,,0,,,531,0.7786,42,0.7712,628,0.7712
1093,264,0,,,378,0.7866,287,0.7844,1111,0.7836
1094,617,0,,,,,,,,
1095,20,0,,,588,0.7876,522,0.787,691,0.786
1096,119,0,,,1385,0.7512,35,0.7472,190,0.7467
1097,,0,,,35,0.7424,1267,0.7376,,
1098,20,0,,,1331,0.7372,562,0.7328,242,0.7318
1099,119,0,,,,,,,,
1100,,0,,,391,0.76,487,0.7536,1110,0.7512
1101,416,0,,,,,,,,
1102,119,0,,,1331,0.7338,,,,
1103,119,0,,,667,0.7352,316,0.7328,567,0.7323
1104,125,0,,,761,0.7346,1084,0.7336,,
1105,20,0,,,1299,0.732,,,,
1106,20,0,,,1326,0.7392,1389,0.7313,1223,0.7309
1107,476,0,,,,,,,,
1108,190,0,,,,,,,,
1109,,0,,,287,0.7997,378,0.7993,193,0.7965
1110,125,0,,,1122,0.7602,1058,0.7593,1086,0.7535
1111,200,0,,,598,0.7507,551,0.7481,1061,0.748
1112,119,0,,,391,0.7648,410,0.7592,805,0.7566
1113,20,0,,,,,,,,
1114,,0,,,832,0.7721,657,0.769,596,0.7687
1115,119,0,,,,,,,,
1116,704,0,,,619,0.7632,92,0.7615,413,0.7541
1117,20,0,,,40,0.7957,39,0.7912,447,0.7801
1118,119,0,,,,,,,,
1119,399,0,,,,,,,,
1120,,0,,,8,0.749,623,0.747,788,0.7439
1121,,0,,,1283,0.7536,250,0.7517,1278,0.751
1122,,0,,,623,0.7694,391,0.7628,8,0.7601
1123,125,0,,,,,,,,
1124,399,0,,,1118,0.7388,776,0.7382,201,0.7312
1125,,0,,,1240,0.7364,,,,
1126,119,0,,,662,0.7355,,,,
1127,254,0,,,391,0.7677,487,0.7602,425,0.7556
1128,,0,,,262,0.7531,34,0.75,31,0.7475
1129,20,0,,,,,,,,
1130,,0,,,244,0.7471,34,0.7448,31,0.7413
1131,20,0,,,318,0.7576,1124,0.754,6,0.7528
1132,362,0,,,546,0.774,82,0.7739,583,0.7684
1133,,0,,,,,,,,
1134,189,0,,,1069,0.7653,1045,0.7603,91,0.76
1135,200,0,,,653,0.7661,460,0.7656,1119,0.7602
1136,190,0,,,,,,,,
1137,,0,,,37,0.7535,628,0.7524,47,0.7478
1138,20,0,,,35,0.7322,,,,
1139,611,0,,,,,,,,
1140,79,0,,,87,0.7952,84,0.7864,210,0.782
1141,189,0,,,,,,,,
1142,189,0,,,,,,,,
1143,264,0,,,,,,,,
1144,119,0,,,,,,,,
1145,787,0,,,,,,,,
1146,119,0,,,,,,,,
1147,,0,,,315,0.7351,653,0.7346,161,0.7338
1148,20,0,,,,,,,,
1149,399,0,,,410,0.7783,593,0.7706,805,0.7704
1150,189,0,,,,,,,,
1151,125,0,,,,,,,,
1152,264,0,,,35,0.7513,1267,0.7361,1385,0.7357
1153,20,0,,,,,,,,
1154,399,0,,,,,,,,
1155,416,0,,,690,0.7528,64,0.7481,375,0.7452
1156,20,0,,,40,0.801,39,0.8007,341,0.7925
1157,119,0,,,1351,0.7308,,,,
1158,,0,,,,,,,,
1159,20,0,,,333,0.7591,51,0.7582,52,0.7533
1160,254,0,,,,,,,,
1161,617,0,,,,,,,,
1162,,0,,,,,,,,
1163,476,0,,,14,0.7949,83,0.7782,117,0.7771
1164,362,0,,,1176,0.7449,616,0.7435,61,0.7423
1165,476,0,,,329,0.7405,662,0.7376,,
1166,119,0,,,,,,,,
1167,20,0,,,49,0.7847,42,0.7838,93,0.7823
1168,200,0,,,653,0.7605,940,0.7558,651,0.7552
1169,362,0,,,1240,0.739,,,,
1170,,0,,,663,0.7341,93,0.733,,
1171,362,0,,,1329,0.7306,,,,
1172,,0,,,,,,,,
1173,20,0,,,1242,0.7519,1074,0.7484,618,0.7462
1174,254,0,,,410,0.7829,391,0.7776,805,0.7707
1175,119,0,,,,,,,,
1176,611,0,,,1317,0.7377,497,0.7372,1252,0.731
1177,,0,,,,,,,,
1178,119,0,,,,,,,,
1179,476,0,,,1326,0.7471,1223,0.7407,1389,0.7341
1180,,0,,,,,,,,
1181,362,0,,,1304,0.7334,,,,
1182,125,0,,,314,0.7669,623,0.7634,8,0.7629
1183,119,0,,,1119,0.7658,146,0.7597,1118,0.7592
1184,119,0,,,1311,0.7332,1224,0.7317,1274,0.7317
1185,,0,,,,,,,,
1186,476,0,,,,,,,,
1187,,0,,,26,0.7529,28,0.751,415,0.7475
1188,125,0,,,1321,0.7338,920,0.7338,1247,0.7312
1189,787,0,,,613,0.7927,281,0.7846,40,0.7737
1190,134,0,,,1240,0.7348,,,,
1191,119,0,,,615,0.7352,590,0.7334,243,0.7306
1192,119,0,,,242,0.7384,1331,0.7368,527,0.7356
1193,264,0,,,,,,,,
1194,416,0,,,53,0.7683,391,0.7648,1062,0.7645
1195,,0,,,1282,0.7576,27,0.7501,186,0.7495
1196,310,0,,,588,0.787,691,0.7786,220,0.7785
1197,399,0,,,391,0.7684,410,0.762,805,0.7607
1198,416,0,,,64,0.7655,583,0.7547,127,0.7485
1199,362,0,,,1071,0.744,621,0.739,1281,0.7376
1200,20,0,,,1220,0.7404,1224,0.7399,116,0.735
1201,400,0,,,1074,0.7666,1242,0.7649,605,0.7626
1202,264,0,,,156,0.7767,56,0.7693,304,0.7687
