Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,TP,TN,FP,FN,Extra FN,similar-id-1,similar-id-2,similar-id-3
701,416,0,No,0,,,Yes,,,,,,
702,20,0,No,0,,,,Yes,,,1090,1103,1052
704,119,0,Yes,1,1339 CanPrecede 119,,,Yes,,,1268,1300,1339
705,254,0,No,0,,,,Yes,,,311,97,482
706,416,0,No,0,,,,Yes,,,568,561,241
707,200,0,No,0,,,Yes,,,,,,
708,264,0,No,0,,,Yes,,,,,,
710,20,0,No,0,,,,Yes,,,250,1232,1278
712,189,0,No,0,,,,Yes,,,1312,433,1064
713,200,0,No,0,,,Yes,,,,,,
714,200,0,No,0,,,Yes,,,,,,
717,264,0,No,0,,,Yes,,,,,,
719,17,0,No,0,,,,Yes,,,638,108,148
721,20,0,No,0,,,Yes,,,,,,
722,189,0,No,0,,,Yes,,,,,,
723,264,0,No,0,,,,Yes,,,14,109,117
724,119,0,No,0,,,,Yes,,,468,608,12
725,835,0,No,0,,,Yes,,,,,,
726,20,0,No,0,,,,Yes,,,404,315,1296
728,362,0,No,0,,,,Yes,,,176,554,323
729,20,0,No,0,,,,Yes,,,508,173,509
731,269,0,No,0,,,Yes,,,,,,
732,532,0,No,0,,,Yes,,,,,,
733,20,0,No,0,,,,Yes,,,128,349,680
735,284,0,No,0,,,Yes,,,,,,
736,190,0,No,0,,,,Yes,,,692,781,1044
738,399,0,No,0,,,Yes,,,,,,
739,20,0,No,0,,,Yes,,,,,,
740,20,0,No,0,,,Yes,,,,,,
742,20,0,Yes,1,1286 ChildOf 20,,,Yes,,,1331,1286,527
743,772,0,No,0,,,Yes,,,,,,
745,362,0,No,0,,,Yes,,,,,,
746,20,0,No,0,,,,Yes,,,596,832,56
747,416,0,No,0,,,Yes,,,,,,
748,399,0,No,0,,,,Yes,,,626,1310,612
749,190,0,No,0,,,,Yes,,,1240,,
750,399,0,No,0,,,,Yes,,,128,553,108
751,284,0,No,0,,,,Yes,,,1281,621,26
753,399,0,No,0,,,,Yes,,,1097,1094,1085
754,119,0,No,0,,,,Yes,,,1054,1064,1073
755,254,0,No,0,,,,Yes,,,546,91,1114
756,119,0,No,0,,,Yes,,,,,,
757,611,0,No,0,,,Yes,,,,,,
759,704,0,No,0,,,Yes,,,,,,
760,254,0,No,0,,,,Yes,,,527,184,925
761,416,0,No,0,,,Yes,,,,,,
763,264,0,No,0,,,,Yes,,,688,108,669
764,20,0,No,0,,,,Yes,,,657,48,56
765,400,0,No,0,,,,Yes,,,1240,,
766,264,0,No,0,,,,Yes,,,90,593,1062
767,119,0,No,0,,,Yes,,,,,,
771,20,0,No,0,,,,Yes,,,148,564,685
772,119,0,No,0,,,,Yes,,,1240,,
773,416,0,No,0,,,,Yes,,,122,96,234
774,20,0,No,0,,,Yes,,,,,,
775,362,0,No,0,,,,Yes,,,1317,1322,1274
776,399,0,No,0,,,,Yes,,,590,1117,913
777,436,0,No,0,,,,Yes,,,316,184,527
779,200,0,No,0,,,Yes,,,,,,
780,20,0,No,0,,,Yes,,,,,,
781,362,0,No,0,,,,Yes,,,1244,,
783,787,0,No,0,,,Yes,,,,,,
784,20,0,No,0,,,,Yes,,,1330,1292,
785,416,0,No,0,,,,Yes,,,50,185,548
787,399,0,No,0,,,,Yes,,,1312,1064,360
788,20,0,No,0,,,,Yes,,,1326,1223,1389
789,416,0,No,0,,,,Yes,,,1104,616,134
790,284,0,No,0,,,Yes,,,,,,
791,20,0,No,0,,,Yes,,,,,,
792,362,0,No,0,,,,Yes,,,1193,1282,33
793,20,0,No,0,,,,Yes,,,1104,1047,1393
794,20,0,No,0,,,,Yes,,,258,225,443
795,264,0,No,0,,,,Yes,,,1268,116,1269
796,416,0,No,0,,,,Yes,,,108,688,638
797,399,0,No,0,,,Yes,,,,,,
799,772,0,No,0,,,,Yes,,,1385,35,1236
803,20,0,No,0,,,,Yes,,,93,663,42
804,20,0,No,0,,,Yes,,,,,,
805,399,0,No,0,,,Yes,,,,,,
806,20,0,No,0,,,Yes,,,,,,
808,476,0,Yes,1,476 and 1076 are siblings,,,Yes,,,1106,1076,436
809,20,0,No,0,,,,Yes,,,378,833,193
810,399,0,No,0,,,,Yes,,,391,487,476
811,119,0,No,0,,,Yes,,,,,,
812,119,0,No,0,,,,Yes,,,692,1262,86
813,20,0,No,0,,,Yes,,,,,,
814,388,0,No,0,,,,Yes,,,780,436,1076
815,20,0,No,0,,,,Yes,,,1330,,
816,20,0,No,0,,,Yes,,,,,,
817,119,0,No,0,,,Yes,,,,,,
818,732,0,No,0,,,,Yes,,,84,290,698
819,119,0,No,0,,,,Yes,,,1240,,
820,362,0,No,0,,,,Yes,,,1319,1315,1104
821,399,0,No,0,,,Yes,,,,,,
822,20,0,No,0,,,Yes,,,,,,
824,20,0,No,0,,,,Yes,,,1240,,
826,20,0,No,0,,,,Yes,,,43,56,93
827,119,0,No,0,,,,Yes,,,588,167,174
829,476,0,No,0,,,,Yes,,,148,564,286
830,400,0,Yes,1,400 and 487 are siblings,,,Yes,,,391,476,487
831,20,0,No,0,,,,Yes,,,1224,1316,1022
832,254,0,No,0,,,,Yes,,,51,793,494
833,254,0,No,0,,,,Yes,,,64,583,82
834,494,0,No,0,,,Yes,,,,,,
836,310,0,No,0,,,,Yes,,,1061,511,1058
837,200,0,No,0,,,Yes,,,,,,
840,20,0,No,0,,,,Yes,,,1055,1121,144
841,119,0,No,0,,,,Yes,,,391,623,314
842,362,0,No,0,,,,Yes,,,1282,574,1289
844,416,0,No,0,,,Yes,,,,,,
846,189,0,No,0,,,,Yes,,,829,1233,1264
847,134,0,No,0,,,,Yes,,,1127,1052,1090
848,264,0,No,0,,,,Yes,,,612,626,1235
849,125,0,No,0,,,,Yes,,,621,1281,26
850,119,0,No,0,,,Yes,,,,,,
851,20,0,No,0,,,,Yes,,,1351,1256,1299
852,362,0,No,0,,,,Yes,,,1069,82,91
853,119,0,No,0,,,,Yes,,,434,696,705
854,264,0,No,0,,,,Yes,,,528,607,541
855,732,0,No,0,,,,Yes,,,528,607,541
856,311,0,No,0,,,,Yes,,,613,614,281
857,362,0,No,0,,,Yes,,,,,,
858,264,0,No,0,,,,Yes,,,1066,1084,1094
859,399,0,No,0,,,Yes,,,,,,
860,20,0,No,0,,,,Yes,,,1224,,
861,772,0,No,0,,,,Yes,,,391,326,180
862,59,0,No,0,,,Yes,,,,,,
863,119,0,No,0,,,Yes,,,,,,
864,284,0,No,0,,,,Yes,,,690,375,583
867,284,0,No,0,,,,Yes,,,1126,785,
868,264,0,No,0,,,Yes,,,,,,
869,189,0,No,0,,,,Yes,,,545,40,39
870,189,0,No,0,,,,Yes,,,35,1385,1278
871,400,0,No,0,,,,Yes,,,761,762,86
872,476,0,No,0,,,,Yes,,,590,615,749
873,264,0,No,0,,,,Yes,,,626,30,707
874,119,0,No,0,,,,Yes,,,1240,,
875,119,0,No,0,,,Yes,,,,,,
876,119,0,No,0,,,Yes,,,,,,
877,20,0,No,0,,,Yes,,,,,,
878,254,0,No,0,,,,Yes,,,498,651,460
880,119,0,No,0,,,Yes,,,,,,
881,416,0,No,0,,,Yes,,,,,,
882,416,0,No,0,,,,Yes,,,24,1301,1391
884,399,0,No,0,,,,Yes,,,1240,,
885,269,0,No,0,,,,Yes,,,128,553,148
886,134,0,No,0,,,Yes,,,,,,
887,119,0,No,0,,,,Yes,,,374,98,86
888,20,0,No,0,,,Yes,,,,,,
889,415,0,No,0,,,Yes,,,,,,
890,119,0,No,0,,,,Yes,,,404,665,1123
891,119,0,No,0,,,Yes,,,,,,
892,189,0,No,0,,,Yes,,,,,,
893,269,0,No,0,,,,Yes,,,122,96,421
894,416,0,No,0,,,,Yes,,,545,59,148
895,399,0,No,0,,,,Yes,,,1262,245,615
896,119,0,No,0,,,Yes,,,,,,
897,200,0,No,0,,,Yes,,,,,,
898,362,0,Yes,1,1223 ChildOf 362,,,Yes,,,1326,1223,1389
900,311,0,Yes,1,311 and 1248 are siblings,,,Yes,,,1248,,
902,416,0,No,0,,,,Yes,,,297,1338,1273
905,399,0,No,0,,,Yes,,,,,,
906,772,0,No,0,,,Yes,,,,,,
908,787,0,No,0,,,Yes,,,,,,
909,264,0,No,0,,,,Yes,,,1043,374,98
912,119,0,No,0,,,,Yes,,,5,587,152
913,284,0,No,0,,,Yes,,,,,,
915,264,0,No,0,,,,Yes,,,498,92,
916,362,0,No,0,,,,Yes,,,32,30,1282
917,399,0,No,0,,,,Yes,,,1240,,
918,119,0,No,0,,,,Yes,,,31,641,612
920,119,0,No,0,,,Yes,,,,,,
921,119,0,Yes,1,125 ChildOf 119,,,Yes,,,626,707,125
922,20,0,No,0,,,Yes,,,,,,
923,59,0,No,0,,,,Yes,,,1055,1121,1123
925,399,0,No,0,,,Yes,,,,,,
926,119,0,No,0,,,,Yes,,,545,59,40
927,20,0,No,0,,,Yes,,,,,,
928,772,0,No,0,,,,Yes,,,575,562,1234
929,119,0,No,0,,,,Yes,,,605,433,1284
930,399,0,No,0,,,Yes,,,,,,
931,119,0,No,0,,,Yes,,,,,,
932,20,0,No,0,,,,Yes,,,1240,,
933,264,0,No,0,,,Yes,,,,,,
934,20,0,No,0,,,Yes,,,,,,
935,119,0,No,0,,,Yes,,,,,,
936,190,0,No,0,,,Yes,,,,,,
937,311,0,No,0,,,Yes,,,,,,
941,400,0,No,0,,,,Yes,,,1351,1299,
942,415,0,No,0,,,Yes,,,,,,
944,189,0,No,0,,,Yes,,,,,,
945,416,0,No,0,,,Yes,,,,,,
946,190,0,No,0,,,Yes,,,,,,
949,119,0,No,0,,,Yes,,,,,,
951,362,0,No,0,,,Yes,,,,,,
952,362,0,No,0,,,Yes,,,,,,
953,399,0,No,0,,,,Yes,,,329,759,829
954,189,0,No,0,,,,Yes,,,1116,184,316
955,119,0,No,0,,,,Yes,,,439,674,1187
957,787,0,No,0,,,Yes,,,,,,
958,264,0,No,0,,,Yes,,,,,,
960,399,0,No,0,,,Yes,,,,,,
961,20,0,No,0,,,Yes,,,,,,
962,20,0,No,0,,,,Yes,,,459,424,419
963,119,0,No,0,,,Yes,,,,,,
964,20,0,No,0,,,Yes,,,,,,
965,416,0,No,0,,,Yes,,,,,,
966,264,0,No,0,,,,Yes,,,1240,,
967,119,0,No,0,,,Yes,,,,,,
968,732,0,No,0,,,Yes,,,,,,
969,119,0,No,0,,,,Yes,,,93,42,49
970,404,0,No,0,,,Yes,,,,,,
972,20,0,No,0,,,,Yes,,,391,326,1110
973,119,0,No,0,,,Yes,,,,,,
974,416,0,No,0,,,,Yes,,,1084,597,1085
975,125,0,No,0,,,Yes,,,,,,
976,264,0,No,0,,,Yes,,,,,,
977,200,0,No,0,,,Yes,,,,,,
978,416,0,No,0,,,,Yes,,,391,425,476
980,200,0,No,0,,,,Yes,,,1240,,
981,189,0,No,0,,,Yes,,,,,,
982,20,0,No,0,,,Yes,,,,,,
983,119,0,No,0,,,Yes,,,,,,
985,264,0,No,0,,,,Yes,,,244,31,1243
986,119,0,No,0,,,,Yes,,,1097,1094,1085
987,119,0,No,0,,,,Yes,,,1278,1385,
988,20,0,No,0,,,,Yes,,,468,608,132
990,20,0,No,0,,,,Yes,,,140,448,449
993,399,0,No,0,,,,Yes,,,1104,138,363
994,20,0,No,0,,,,Yes,,,35,1039,1246
995,415,0,No,0,,,Yes,,,,,,
996,125,0,No,0,,,,Yes,,,1064,1054,415
997,20,0,No,0,,,,Yes,,,546,82,1258
999,20,0,No,0,,,Yes,,,,,,
1000,191,0,No,0,,,Yes,,,,,,
1001,20,0,No,0,,,,Yes,,,415,616,28
1002,264,0,No,0,,,,Yes,,,35,1267,
1003,119,0,No,0,,,Yes,,,,,,
1004,264,0,No,0,,,,Yes,,,613,281,614
1005,416,0,No,0,,,,Yes,,,1058,1061,511
1006,416,0,No,0,,,Yes,,,,,,
1007,119,0,No,0,,,,Yes,,,33,1282,32
1008,416,0,No,0,,,,Yes,,,34,244,1295
1009,284,0,No,0,,,,Yes,,,619,92,413
1010,285,0,No,0,,,Yes,,,,,,
1011,125,0,No,0,,,,Yes,,,14,83,109
1013,20,0,No,0,,,,Yes,,,761,692,762
1014,20,0,No,0,,,,Yes,,,626,33,30
1016,200,0,No,0,,,Yes,,,,,,
1017,200,0,No,0,,,,Yes,,,1078,40,39
1018,787,0,No,0,,,,Yes,,,25,590,435
1019,20,0,No,0,,,,Yes,,,87,698,592
1020,264,0,No,0,,,,Yes,,,319,1223,1389
1021,59,0,No,0,,,,Yes,,,531,42,46
1022,59,0,No,0,,,,Yes,,,1330,1336,
1024,189,0,No,0,,,Yes,,,,,,
1025,59,0,No,0,,,Yes,,,,,,
1028,119,0,No,0,,,Yes,,,,,,
1029,415,0,No,0,,,Yes,,,,,,
1030,125,0,No,0,,,Yes,,,,,,
1031,20,0,No,0,,,Yes,,,,,,
1033,119,0,No,0,,,,Yes,,,528,233,607
1035,125,0,No,0,,,Yes,,,,,,
1036,200,0,No,0,,,Yes,,,,,,
1037,125,0,No,0,,,,Yes,,,1282,27,512
1038,399,0,No,0,,,Yes,,,,,,
1039,119,0,No,0,,,,Yes,,,1320,1209,1295
1040,20,0,No,0,,,,Yes,,,1267,35,1039
1041,416,0,No,0,,,,Yes,,,1240,,
1043,732,0,No,0,,,,Yes,,,1058,1113,690
1044,399,0,No,0,,,Yes,,,,,,
1049,119,0,No,0,,,,Yes,,,250,1232,1283
1050,399,0,No,0,,,,Yes,,,225,443,516
1052,189,0,No,0,,,Yes,,,,,,
1053,399,0,No,0,,,Yes,,,,,,
1054,369,0,No,0,,,Yes,,,,,,
1055,254,0,No,0,,,Yes,,,,,,
1056,264,0,No,0,,,,Yes,,,439,674,305
1057,399,0,No,0,,,,Yes,,,176,323,554
1058,362,0,No,0,,,,Yes,,,1326,,
1059,404,0,No,0,,,,Yes,,,1268,760,88
1060,264,0,No,0,,,,Yes,,,1331,1286,501
1061,20,0,No,0,,,,Yes,,,587,5,152
1062,399,0,No,0,,,,Yes,,,436,1076,1124
1063,20,0,No,0,,,Yes,,,,,,
1064,20,0,No,0,,,,Yes,,,1385,1278,1267
1065,362,0,No,0,,,Yes,,,,,,
1066,189,0,No,0,,,,Yes,,,760,1268,116
1067,119,0,No,0,,,,Yes,,,528,607,541
1068,399,0,No,0,,,Yes,,,,,,
1069,269,0,No,0,,,,Yes,,,698,84,549
1070,119,0,No,0,,,Yes,,,,,,
1072,362,0,No,0,,,,Yes,,,1391,1282,1301
1073,119,0,No,0,,,,Yes,,,1089,1085,765
1075,400,0,No,0,,,Yes,,,,,,
1076,399,0,No,0,,,,Yes,,,592,1174,456
1077,399,0,No,0,,,,Yes,,,1330,,
1078,119,0,No,0,,,,Yes,,,1250,,
1080,285,0,No,0,,,Yes,,,,,,
1081,20,0,No,0,,,,Yes,,,122,96,157
1082,732,0,No,0,,,,Yes,,,340,347,75
1083,311,0,No,0,,,,Yes,,,66,1043,86
1084,362,0,No,0,,,,Yes,,,1224,1022,1311
1085,190,0,No,0,,,,Yes,,,108,638,688
1086,264,0,No,0,,,,Yes,,,66,1043,86
1087,20,0,No,0,,,Yes,,,,,,
1088,20,0,No,0,,,,Yes,,,494,221,1098
1089,362,0,No,0,,,,Yes,,,250,1232,1278
1090,17,0,No,0,,,Yes,,,,,,
1091,119,0,No,0,,,,Yes,,,1331,,
1093,264,0,No,0,,,,Yes,,,378,287,1111
1094,617,0,No,0,,,Yes,,,,,,
1095,20,0,No,0,,,,Yes,,,588,522,691
1096,119,0,Yes,1,190 CanPrecede 119,,,Yes,,,1385,35,190
1098,20,0,No,0,,,,Yes,,,1331,562,242
1099,119,0,No,0,,,Yes,,,,,,
1101,416,0,No,0,,,Yes,,,,,,
1102,119,0,No,0,,,,Yes,,,1331,,
1103,119,0,No,0,,,,Yes,,,667,316,567
1104,125,0,No,0,,,,Yes,,,761,1084,
1105,20,0,No,0,,,,Yes,,,1299,,
1106,20,0,No,0,,,,Yes,,,1326,1389,1223
1108,190,0,No,0,,,Yes,,,,,,
1110,125,0,No,0,,,,Yes,,,1122,1058,1086
1111,200,0,No,0,,,,Yes,,,598,551,1061
1112,119,0,Yes,1,805 ChildOf 119,,,Yes,,,391,410,805
1113,20,0,No,0,,,Yes,,,,,,
1115,119,0,No,0,,,Yes,,,,,,
1116,704,0,No,0,,,,Yes,,,619,92,413
1117,20,0,No,0,,,,Yes,,,40,39,447
1118,119,0,No,0,,,Yes,,,,,,
1119,399,0,No,0,,,Yes,,,,,,
1123,125,0,No,0,,,Yes,,,,,,
1124,399,0,No,0,,,,Yes,,,1118,776,201
1126,119,0,No,0,,,,Yes,,,662,,
1127,254,0,No,0,,,,Yes,,,391,487,425
1129,20,0,No,0,,,Yes,,,,,,
1131,20,0,No,0,,,,Yes,,,318,1124,6
1132,362,0,No,0,,,,Yes,,,546,82,583
1134,189,0,No,0,,,,Yes,,,1069,1045,91
1135,200,0,No,0,,,,Yes,,,653,460,1119
1136,190,0,No,0,,,Yes,,,,,,
1138,20,0,No,0,,,,Yes,,,35,,
1139,611,0,No,0,,,Yes,,,,,,
1140,79,0,Yes,2,"87 ChildOf 79, 84 ChildOf 79",,,Yes,,,87,84,210
1141,189,0,No,0,,,Yes,,,,,,
1142,189,0,No,0,,,Yes,,,,,,
1143,264,0,No,0,,,Yes,,,,,,
1144,119,0,No,0,,,Yes,,,,,,
1145,787,0,No,0,,,Yes,,,,,,
1146,119,0,No,0,,,Yes,,,,,,
1148,20,0,No,0,,,Yes,,,,,,
1149,399,0,No,0,,,,Yes,,,410,593,805
1150,189,0,No,0,,,Yes,,,,,,
1152,264,0,No,0,,,,Yes,,,35,1267,1385
1153,20,0,No,0,,,Yes,,,,,,
1154,399,0,No,0,,,Yes,,,,,,
1155,416,0,No,0,,,,Yes,,,690,64,375
1156,20,0,No,0,,,,Yes,,,40,39,341
1157,119,0,No,0,,,,Yes,,,1351,,
1159,20,0,No,0,,,,Yes,,,333,51,52
1160,254,0,No,0,,,Yes,,,,,,
1161,617,0,No,0,,,Yes,,,,,,
1163,476,0,No,0,,,,Yes,,,14,83,117
1164,362,0,Yes,1,61 Requires 362,,,Yes,,,1176,616,61
1165,476,0,No,0,,,,Yes,,,329,662,
1166,119,0,No,0,,,Yes,,,,,,
1167,20,0,No,0,,,,Yes,,,49,42,93
1168,200,0,No,0,,,,Yes,,,653,940,651
1169,362,0,No,0,,,,Yes,,,1240,,
1171,362,0,No,0,,,,Yes,,,1329,,
1173,20,0,No,0,,,,Yes,,,1242,1074,618
1174,254,0,No,0,,,,Yes,,,410,391,805
1175,119,0,No,0,,,Yes,,,,,,
1176,611,0,No,0,,,,Yes,,,1317,497,1252
1178,119,0,No,0,,,Yes,,,,,,
1179,476,0,No,0,,,,Yes,,,1326,1223,1389
1181,362,0,No,0,,,,Yes,,,1304,,
1182,125,0,No,0,,,,Yes,,,314,623,8
1183,119,0,No,0,,,,Yes,,,1119,146,1118
1186,476,0,No,0,,,Yes,,,,,,
1188,125,0,No,0,,,,Yes,,,1321,920,1247
1189,787,0,No,0,,,,Yes,,,613,281,40
1190,134,0,No,0,,,,Yes,,,1240,,
1191,119,0,No,0,,,,Yes,,,615,590,243
1192,119,0,No,0,,,,Yes,,,242,1331,527
1193,264,0,No,0,,,Yes,,,,,,
1194,416,0,No,0,,,,Yes,,,53,391,1062
1196,310,0,No,0,,,,Yes,,,588,691,220
1197,399,0,No,0,,,,Yes,,,391,410,805
1198,416,0,No,0,,,,Yes,,,64,583,127
1199,362,0,Yes,1,362 and 1281 are siblings,,,Yes,,,1071,621,1281
1200,20,0,Yes,1,20 and 116 are siblings,,,Yes,,,1220,1224,116
1201,400,0,No,0,,,,Yes,,,1074,1242,605
1202,264,0,No,0,,,,Yes,,,156,56,304
1203,399,0,No,0,,,,Yes,,,626,312,1282
1204,119,0,No,0,,,Yes,,,,,,
1205,119,0,No,0,,,,Yes,,,1077,662,
1206,310,0,No,0,,,,Yes,,,1094,1074,77
1207,119,0,No,0,,,,Yes,,,1296,1087,183
1208,119,0,No,0,,,,Yes,,,87,84,210
1210,399,0,No,0,,,,Yes,,,612,262,1235
1211,20,0,No,0,,,,Yes,,,598,530,1107
1213,119,0,No,0,,,Yes,,,,,,
1214,416,0,No,0,,,,Yes,,,615,383,435
1215,362,0,No,0,,,,Yes,,,1224,,
1216,20,0,No,0,,,Yes,,,,,,
1218,320,0,No,0,,,,Yes,,,1240,,
1219,125,0,No,0,,,Yes,,,,,,
1220,787,0,No,0,,,,Yes,,,333,51,793
1221,119,0,Yes,1,843 CanPrecede 119,,,Yes,,,829,843,759
1222,264,0,No,0,,,Yes,,,,,,
1223,264,0,No,0,,,Yes,,,,,,
1224,269,0,No,0,,,Yes,,,,,,
1225,125,0,No,0,,,Yes,,,,,,
1227,399,0,No,0,,,,Yes,,,111,1281,1054
1228,200,0,No,0,,,,Yes,,,1299,1323,1351
1229,119,0,No,0,,,,Yes,,,434,705,696
1232,20,0,No,0,,,,Yes,,,108,638,688
1234,20,0,No,0,,,,Yes,,,1268,1269,1300
1235,20,0,No,0,,,,Yes,,,1326,828,319
1236,119,0,No,0,,,,Yes,,,26,637,
1237,772,0,No,0,,,Yes,,,,,,
1238,416,0,No,0,,,,Yes,,,665,1123,330
1239,416,0,No,0,,,,Yes,,,1282,912,594
1240,189,0,No,0,,,Yes,,,,,,
1241,362,0,No,0,,,,Yes,,,1221,1191,226
1243,400,0,No,0,,,,Yes,,,468,12,218
1244,264,0,No,0,,,,Yes,,,149,122,568
1245,119,0,No,0,,,Yes,,,,,,
1246,20,0,No,0,,,,Yes,,,1058,1122,1086
1247,189,0,No,0,,,,Yes,,,1232,520,539
1248,399,0,No,0,,,Yes,,,,,,
1249,190,0,No,0,,,,Yes,,,1240,,
1251,362,0,No,0,,,Yes,,,,,,
1252,399,0,No,0,,,,Yes,,,1320,502,400
1254,190,0,No,0,,,Yes,,,,,,
1255,254,0,No,0,,,,Yes,,,47,37,628
1256,787,0,No,0,,,,Yes,,,657,56,48
1257,399,0,No,0,,,Yes,,,,,,
1258,295,0,No,0,,,Yes,,,,,,
1260,732,0,No,0,,,,Yes,,,1329,364,
1261,119,0,No,0,,,Yes,,,,,,
1262,189,0,No,0,,,,Yes,,,1243,31,34
1263,416,0,No,0,,,,Yes,,,1050,615,86
1264,189,0,No,0,,,,Yes,,,14,83,117
1265,134,0,No,0,,,Yes,,,,,,
1266,119,0,No,0,,,,Yes,,,460,653,498
1270,200,0,No,0,,,Yes,,,,,,
1271,416,0,No,0,,,,Yes,,,616,,
1272,200,0,No,0,,,Yes,,,,,,
1273,400,0,No,0,,,Yes,,,,,,
1274,190,0,No,0,,,,Yes,,,57,1296,404
1275,190,0,No,0,,,Yes,,,,,,
1276,269,0,No,0,,,,Yes,,,1240,,
1277,772,0,No,0,,,,Yes,,,545,59,148
1279,835,0,No,0,,,Yes,,,,,,
1280,399,0,No,0,,,,Yes,,,1240,,
1282,189,0,No,0,,,,Yes,,,619,,
1286,835,0,No,0,,,Yes,,,,,,
1287,125,0,No,0,,,Yes,,,,,,
1288,20,0,No,0,,,,Yes,,,1058,551,489
1291,264,0,No,0,,,,Yes,,,1092,92,1119
1292,416,0,No,0,,,Yes,,,,,,
1293,200,0,Yes,1,1258 ChildOf 200,,,Yes,,,546,64,1258
1294,362,0,No,0,,,,Yes,,,1224,1302,1022
1296,189,0,No,0,,,,Yes,,,491,83,97
1298,20,0,Yes,1,1284 ChildOf 20,,,Yes,,,433,1312,1284
1299,399,0,No,0,,,,Yes,,,35,1246,1267
1300,264,0,No,0,,,,Yes,,,1069,1072,1045
1303,119,0,No,0,,,,Yes,,,1242,605,1094
1304,787,0,No,0,,,,Yes,,,22,,
1305,125,0,No,0,,,Yes,,,,,,
1307,399,0,No,0,,,Yes,,,,,,
1308,189,0,No,0,,,,Yes,,,596,48,56
1311,704,0,No,0,,,Yes,,,,,,
1312,200,0,No,0,,,,Yes,,,1317,,
1313,200,0,No,0,,,Yes,,,,,,
1314,416,0,No,0,,,,Yes,,,35,1267,1246
1315,416,0,No,0,,,Yes,,,,,,
1316,189,0,No,0,,,,Yes,,,1123,330,315
1317,119,0,No,0,,,,Yes,,,1065,619,776
1318,399,0,No,0,,,,Yes,,,1240,,
1319,264,0,No,0,,,,Yes,,,40,281,104
1320,416,0,No,0,,,Yes,,,,,,
1322,264,0,No,0,,,Yes,,,,,,
1323,125,0,No,0,,,,Yes,,,1240,,
1324,399,0,No,0,,,,Yes,,,653,460,1118
1326,190,0,No,0,,,,Yes,,,1240,,
1327,704,0,No,0,,,Yes,,,,,,
1328,119,0,No,0,,,,Yes,,,474,1069,1095
1329,119,0,Yes,1,787 ChildOf 119,,,Yes,,,787,317,540
1331,287,0,No,0,,,Yes,,,,,,
1332,125,0,No,0,,,Yes,,,,,,
1333,119,0,No,0,,,,Yes,,,1240,,
1334,119,0,No,0,,,Yes,,,,,,
1336,119,0,No,0,,,,Yes,,,1224,1022,1231
1337,399,0,No,0,,,Yes,,,,,,
1338,362,0,No,0,,,,Yes,,,1282,338,594
1339,20,0,No,0,,,,Yes,,,1240,,
1340,77,0,No,0,,,,Yes,,,1240,,
1341,416,0,No,0,,,,Yes,,,1094,605,765
1345,119,0,No,0,,,,Yes,,,1326,1223,
1348,125,0,No,0,,,,Yes,,,455,57,1296
1350,264,0,No,0,,,,Yes,,,1317,1322,226
1351,119,0,No,0,,,,Yes,,,1385,1278,
1352,772,0,No,0,,,,Yes,,,1282,912,186
1354,200,0,No,0,,,,Yes,,,1312,1284,396
1355,125,0,No,0,,,Yes,,,,,,
1356,362,0,No,0,,,Yes,,,,,,
1357,20,0,No,0,,,,Yes,,,467,834,572
1358,20,0,No,0,,,,Yes,,,1054,1064,1071
1359,362,0,No,0,,,,Yes,,,1296,1087,563
1360,399,0,No,0,,,,Yes,,,657,437,56
1362,125,0,No,0,,,Yes,,,,,,
1363,190,0,No,0,,,Yes,,,,,,
1364,264,0,No,0,,,,Yes,,,596,657,48
1365,362,0,No,0,,,Yes,,,,,,
1366,20,0,No,0,,,Yes,,,,,,
1367,399,0,No,0,,,Yes,,,,,,
1368,119,0,No,0,,,Yes,,,,,,
1369,119,0,No,0,,,,Yes,,,61,777,285
1370,399,0,No,0,,,,Yes,,,1339,1268,116
1371,119,0,No,0,,,,Yes,,,40,39,1078
1372,119,0,No,0,,,,Yes,,,1240,,
1373,20,0,No,0,,,Yes,,,,,,
1374,732,0,No,0,,,,Yes,,,1304,1329,
1378,399,0,No,0,,,,Yes,,,329,472,759
1379,399,0,No,0,,,Yes,,,,,,
1381,125,0,No,0,,,Yes,,,,,,
1382,264,0,No,0,,,,Yes,,,605,1074,1284
1383,416,0,No,0,,,,Yes,,,333,51,395
1384,416,0,No,0,,,Yes,,,,,,
1387,119,0,No,0,,,Yes,,,,,,
1388,119,0,No,0,,,Yes,,,,,,
1390,119,0,No,0,,,,Yes,,,1240,,
1391,787,0,No,0,,,Yes,,,,,,
1393,190,0,No,0,,,Yes,,,,,,
1394,20,0,No,0,,,,Yes,,,615,245,66
1395,125,0,No,0,,,Yes,,,,,,
1396,416,0,No,0,,,,Yes,,,1267,35,1246
1397,200,0,No,0,,,,Yes,,,1320,,
1398,285,0,No,0,,,Yes,,,,,,
1399,77,0,No,0,,,Yes,,,,,,
1401,264,0,No,0,,,,Yes,,,1296,216,563
1402,119,0,No,0,,,,Yes,,,1326,,
1403,264,0,No,0,,,,Yes,,,34,1295,1248
1404,190,0,No,0,,,Yes,,,,,,
1405,20,0,No,0,,,,Yes,,,1240,,
1407,362,0,No,0,,,Yes,,,,,,
1408,772,0,No,0,,,Yes,,,,,,
1409,119,0,No,0,,,Yes,,,,,,
1410,20,0,No,0,,,Yes,,,,,,
